Id,Name,Year,Final Price,Role,Nationality,Team,Ent,Age,Matches,LMatches,Runs,LRuns,HS,LHS,Ave,LAve,StrRate,LStrRate,Fifties,LFifties,Hundreds,LHundreds,Fours,LFours,Sixes,LSixes,Catches,LCatches,Stumps,LStumps,Wkts,LWkts,Econ,LEcon,FourWkts,LFourWkts,FiveWkts,LFiveWkts,Indian,Specialist,Status
115,Kieron Pollard,2017,95000000,All-rounder, West Indian,MI,0,30,17,13,385,207,70,51,29.61,25.8700008392334,139.49,143.75,3,1,0,0,26,11,22,16,15,5,0,0,0,0,16.36,13.5,0,0,0,0,0,0,1411
116,Krunal Pandya,2016,20000000,All-rounder, Indian,MI,0,25,12,0,237,0,86,0,39.5,0,191.12,0,1,0,0,0,22,0,13,0,2,0,0,0,6,0,7.57,0,0,0,0,0,1,0,14
116,Krunal Pandya,2017,20000000,All-rounder, Indian,MI,0,26,13,12,243,237,47,86,34.71,39.5,135.75,191.119995117188,0,1,0,0,24,22,7,13,2,2,0,0,10,6,6.82,7.57000017166138,0,0,0,0,1,0,521
117,Kuldeep Yadav,2016,4000000,All-rounder, Indian,KKR,1,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,8.33,0,0,0,0,0,1,0,478
117,Kuldeep Yadav,2017,4000000,All-rounder, Indian,KKR,1,22,12,3,20,0,16,0,10,0,90.9,0,0,0,0,0,2,0,0,0,1,1,0,0,12,6,8.29,8.32999992370606,0,0,0,0,1,0,658
118,Lasith Malinga,2008,14056000,Bowler,Sri Lankan,MI,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2907
118,Lasith Malinga,2009,17192000,Bowler,Sri Lankan,MI,0,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0,6.3,0,0,0,0,0,0,1,568
118,Lasith Malinga,2010,16201500,Bowler,Sri Lankan,MI,0,27,13,13,1,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,2,2,0,0,15,18,7.02,6.30000019073486,1,0,0,0,0,1,1325
118,Lasith Malinga,2011,23000000,Bowler,Sri Lankan,MI,0,28,16,13,8,1,7,1,2.66,0,88.88,100,0,0,0,0,0,0,1,0,4,2,0,0,28,15,5.95,7.01999998092651,0,1,1,0,0,1,1694
118,Lasith Malinga,2012,25135000,Bowler,Sri Lankan,MI,0,29,14,16,55,8,17,7,9.16,2.66000008583069,103.77,88.879997253418,0,0,0,0,4,0,3,1,6,4,0,0,22,28,6.3,5.94999980926514,1,0,0,1,0,1,4185
118,Lasith Malinga,2013,26635000,Bowler,Sri Lankan,MI,0,30,17,14,9,55,7,17,2.25,9.15999984741211,50,103.769996643066,0,0,0,0,1,4,0,3,3,6,0,0,20,22,7.16,6.30000019073486,0,1,0,0,0,1,3761
118,Lasith Malinga,2014,95000000,Bowler,Sri Lankan,MI,0,31,10,17,2,9,2,7,2,2.25,50,50,0,0,0,0,0,1,0,0,0,3,0,0,16,20,6.45,7.15999984741211,1,0,0,0,0,1,3176
118,Lasith Malinga,2015,75000000,Bowler,Sri Lankan,MI,0,32,15,10,6,2,6,2,0,2,60,50,0,0,0,0,1,0,0,0,2,0,0,0,24,16,7.4,6.44999980926514,1,1,0,0,0,1,3060
118,Lasith Malinga,2016,75000000,Bowler,Sri Lankan,MI,0,33,0,15,0,6,0,6,0,0,0,60,0,0,0,0,0,1,0,0,0,2,0,0,0,24,0,7.40000009536743,0,1,0,0,0,1,2470
118,Lasith Malinga,2017,75000000,Bowler, Sri Lankan,MI,0,34,12,0,7,0,7,0,0,0,233.33,0,0,0,0,0,0,0,1,0,1,0,0,0,11,0,8.52,0,0,0,0,0,0,1,1193
119,Lendl Simmons,2014,5000000,Batsman,West Indian,MI,0,29,8,0,394,0,100,0,56.28,0,135.39,0,3,0,1,0,43,0,14,0,2,0,0,0,1,0,11.33,0,0,0,0,0,0,1,654
119,Lendl Simmons,2015,5500000,Batsman,West Indian,MI,0,30,13,8,540,394,71,100,45,56.2799987792969,122.44,135.389999389648,6,3,0,1,56,43,21,14,6,2,0,0,0,1,0,11.3299999237061,0,0,0,0,0,1,1382
119,Lendl Simmons,2016,5500000,Batsman,West Indian,MI,0,31,1,13,8,540,8,71,8,45,100,122.440002441406,0,6,0,0,0,56,1,21,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1636
119,Lendl Simmons,2017,5500000,Batsman, West Indian,MI,0,32,7,1,137,8,66,8,19.57,8,122.32,100,2,0,0,0,10,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1150
120,Lockie Ferguson,2017,5000000,Batsman, New Zealander,RPS,0,26,4,0,1,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7.15,0,0,0,0,0,0,1,455
121,Lokesh Rahul,2013,1000000,Wicketkeeper batsman,Indian,RCB,0,21,5,0,20,0,12,0,10,0,125,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,25
121,Lokesh Rahul,2014,10000000,Wicketkeeper batsman,Indian,SRH,0,22,11,5,166,20,46,12,20.75,10,101.21,125,0,0,0,0,12,4,3,0,4,2,0,0,0,0,0,0,0,0,0,0,1,1,266
121,Lokesh Rahul,2015,10000000,Wicketkeeper batsman,Indian,SRH,0,23,9,11,142,166,44,46,28.4,20.75,112.69,101.209999084473,0,0,0,0,8,12,5,3,1,4,0,0,0,0,0,0,0,0,0,0,1,1,517
122,MS Dhoni,2008,60000000,Wicketkeeper batsman,Indian,CSK,0,27,16,0,414,0,65,0,41.4,0,133.54,0,2,0,0,0,38,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,787
122,MS Dhoni,2009,60000000,Wicketkeeper batsman,Indian,CSK,0,28,14,16,332,414,58,65,41.5,41.4000015258789,127.2,133.539993286133,2,2,0,0,22,38,9,15,4,6,4,0,0,0,0,0,0,0,0,0,1,1,1520
122,MS Dhoni,2010,60000000,Wicketkeeper batsman,Indian,CSK,0,29,13,14,287,332,66,58,31.88,41.5,136.66,127.199996948242,2,2,0,0,26,22,8,9,5,4,6,4,0,0,0,0,0,0,0,0,1,1,2117
122,MS Dhoni,2011,82800000,Wicketkeeper batsman,Indian,CSK,0,30,16,13,392,287,70,66,43.55,31.8799991607666,158.7,136.660003662109,2,2,0,0,25,26,23,8,5,5,5,6,0,0,0,0,0,0,0,0,1,1,3007
122,MS Dhoni,2012,82800000,Wicketkeeper batsman,Indian,CSK,0,31,19,16,358,392,51,70,29.83,43.5499992370606,128.77,158.699996948242,1,2,0,0,26,25,9,23,12,5,2,5,0,0,0,0,0,0,0,0,1,1,8170
122,MS Dhoni,2013,82800000,Wicketkeeper batsman,Indian,CSK,0,32,18,19,461,358,67,51,41.9,29.8299999237061,162.89,128.770004272461,4,1,0,0,32,26,25,9,15,12,2,2,0,0,0,0,0,0,0,0,1,1,7997
122,MS Dhoni,2014,125000000,Wicketkeeper batsman,Indian,CSK,0,33,16,18,371,461,57,67,74.2,41.9000015258789,148.4,162.889999389648,1,4,0,0,22,32,20,25,3,15,1,2,0,0,0,0,0,0,0,0,1,1,8404
122,MS Dhoni,2015,125000000,Wicketkeeper batsman,Indian,CSK,0,34,17,16,372,371,53,57,31,74.1999969482422,121.96,148.399993896484,1,1,0,0,27,22,17,20,8,3,3,1,0,0,0,0,0,0,0,0,1,1,8386
122,MS Dhoni,2016,125000000,Wicketkeeper batsman,Indian,RPS,0,35,14,17,284,372,64,53,40.57,31,135.23,121.959999084473,1,1,0,0,18,27,14,17,8,8,4,3,0,0,0,0,0,0,0,0,1,1,7812
122,MS Dhoni,2017,125000000,Wicketkeeper batsman, Indian,RPS,0,36,16,14,290,284,61,64,26.36,40.5699996948242,116,135.229995727539,1,1,0,0,15,18,16,14,10,8,3,4,0,0,0,0,0,0,0,0,1,1,6982
123,Manan Vohra,2013,23000000,Batsman,Indian,KXIP,1,20,12,0,161,0,43,0,20.12,0,137.6,0,0,0,0,0,22,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,95
123,Manan Vohra,2014,40000000,Batsman,Indian,KXIP,1,21,8,12,324,161,67,43,40.5,20.1200008392334,139.05,137.600006103516,1,0,0,0,27,22,16,2,3,3,0,0,0,0,0,0,0,0,0,0,1,1,518
123,Manan Vohra,2015,40000000,Batsman,Indian,KXIP,1,22,7,8,82,324,39,67,11.71,40.5,101.23,139.050003051758,0,1,0,0,4,27,5,16,2,3,0,0,0,0,0,0,0,0,0,0,1,1,898
123,Manan Vohra,2016,40000000,Batsman,Indian,KXIP,1,23,7,7,161,82,51,39,23,11.710000038147,122.9,101.230003356934,1,0,0,0,19,4,3,5,3,2,0,0,0,0,0,0,0,0,0,0,1,1,446
123,Manan Vohra,2017,40000000,Batsman, Indian,KXIP,1,24,11,7,229,161,95,51,25.44,23,144.02,122.900001525879,1,1,0,0,23,19,9,3,2,3,0,0,0,0,0,0,0,0,0,0,1,1,452
124,Mandeep Singh,2011,1000000,All-rounder,Indian,KXIP,1,20,6,3,47,4,15,4,11.75,2,114.63,36.3600006103516,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,986
124,Mandeep Singh,2012,1000000,All-rounder,Indian,KXIP,1,21,16,6,432,47,75,15,27,11.75,126.31,114.629997253418,2,0,0,0,53,4,7,1,5,1,0,0,1,0,7.66,0,0,0,0,0,1,0,1236
124,Mandeep Singh,2013,1000000,All-rounder,Indian,KXIP,1,22,16,16,260,432,77,75,20,27,116.59,126.309997558594,1,2,0,0,36,53,0,7,6,5,0,0,0,1,0,7.65999984741211,0,0,0,0,1,0,2065
124,Mandeep Singh,2014,8000000,All-rounder,Indian,KXIP,1,23,3,16,24,260,21,77,8,20,92.3,116.589996337891,0,1,0,0,2,36,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,3109
124,Mandeep Singh,2015,8000000,All-rounder,Indian,RCB,0,24,14,3,157,24,54,21,22.42,8,157,92.3000030517578,1,0,0,0,17,2,6,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,1707
124,Mandeep Singh,2016,8000000,All-rounder,Indian,RCB,0,25,1,14,0,157,0,54,0,22.4200000762939,0,157,0,1,0,0,0,17,0,6,1,7,0,0,0,0,0,0,0,0,0,0,1,0,1977
124,Mandeep Singh,2017,8000000,All-rounder, Indian,RCB,0,26,11,1,188,0,52,0,18.8,0,106.21,0,1,0,0,0,21,0,4,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,2138
125,Manish Pandey,2008,600000,Batsman,Indian,MI,0,19,3,0,3,0,3,0,1.5,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20
125,Manish Pandey,2009,1200000,Batsman,Indian,RCB,0,20,5,3,168,3,114,3,84,1.5,142.37,33.3300018310547,0,0,1,0,17,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,126
125,Manish Pandey,2010,1200000,Batsman,Indian,RCB,0,21,13,5,249,168,42,114,20.75,84,110.17,142.369995117188,0,0,0,1,27,17,7,4,7,4,0,0,0,0,0,0,0,0,0,0,1,1,364
125,Manish Pandey,2011,2000000,Batsman,Indian,PWI,0,22,10,13,246,249,59,42,27.33,20.75,108.37,110.169998168945,1,0,0,0,28,27,6,7,5,7,0,0,0,0,0,0,0,0,0,0,1,1,730
125,Manish Pandey,2012,2000000,Batsman,Indian,PWI,0,23,10,10,143,246,80,59,20.42,27.3299999237061,127.67,108.370002746582,1,1,0,0,12,28,6,6,3,5,0,0,0,0,0,0,0,0,0,0,1,1,868
125,Manish Pandey,2013,2000000,Batsman,Indian,PWI,0,24,7,10,136,143,66,80,22.66,20.4200000762939,99.27,127.669998168945,1,1,0,0,11,12,3,6,6,3,0,0,0,0,0,0,0,0,0,0,1,1,854
125,Manish Pandey,2014,17000000,Batsman,Indian,KKR,1,25,16,7,401,136,94,66,30.84,22.6599998474121,117.94,99.2699966430664,2,1,0,0,35,11,10,3,3,6,0,0,0,0,0,0,0,0,0,0,1,1,877
125,Manish Pandey,2015,17000000,Batsman,Indian,KKR,1,26,13,16,225,401,40,94,20.45,30.8400001525879,122.28,117.940002441406,0,2,0,0,22,35,7,10,5,3,0,0,0,0,0,0,0,0,0,0,1,1,1730
125,Manish Pandey,2016,17000000,Batsman,Indian,KKR,1,27,12,13,248,225,52,40,31,20.4500007629395,135.51,122.279998779297,2,0,0,0,17,22,9,7,7,5,0,0,0,0,0,0,0,0,0,0,1,1,1546
125,Manish Pandey,2017,17000000,Batsman, Indian,KKR,1,28,14,12,396,248,81,52,49.5,31,128.57,135.509994506836,2,2,0,0,28,17,12,9,8,7,0,0,0,0,0,0,0,0,0,0,1,1,2230
126,Manoj Tiwary,2008,27000000,Batsman,Indian,DD,0,23,9,0,104,0,39,0,26,0,122.35,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,234
126,Manoj Tiwary,2009,27000000,Batsman,Indian,DD,0,24,2,9,9,104,9,39,9,26,69.23,122.349998474121,0,0,0,0,1,16,0,0,0,3,0,0,0,0,11,0,0,0,0,0,1,1,341
126,Manoj Tiwary,2010,27000000,Batsman,Indian,KKR,1,25,13,2,237,9,75,9,26.33,9,127.41,69.2300033569336,2,0,0,0,23,1,5,0,4,0,0,0,1,0,11,11,0,0,0,0,1,1,251
126,Manoj Tiwary,2011,21850000,Batsman,Indian,KKR,1,26,15,13,359,237,61,75,51.28,26.3299999237061,110.46,127.410003662109,1,2,0,0,26,23,14,5,6,4,0,0,0,1,11.5,11,0,0,0,0,1,1,367
126,Manoj Tiwary,2012,21850000,Batsman,Indian,KKR,1,27,16,15,260,359,59,61,26,51.2799987792969,105.69,110.459999084473,1,1,0,0,21,26,3,14,10,6,0,0,0,0,0,11.5,0,0,0,0,1,1,2084
126,Manoj Tiwary,2013,21850000,Batsman,Indian,KKR,1,28,10,16,146,260,33,59,18.25,26,104.28,105.690002441406,0,1,0,0,12,21,1,3,10,10,0,0,0,0,0,0,0,0,0,0,1,1,2383
126,Manoj Tiwary,2014,28000000,Batsman,Indian,DD,0,29,8,10,152,146,61,33,30.4,18.25,128.81,104.279998779297,1,0,0,0,14,12,4,1,1,10,0,0,0,0,14,0,0,0,0,0,1,1,1208
126,Manoj Tiwary,2015,28000000,Batsman,Indian,DD,0,30,5,8,57,152,32,61,28.5,30.3999996185303,101.78,128.809997558594,0,1,0,0,8,14,1,4,2,1,0,0,0,0,0,14,0,0,0,0,1,1,1114
126,Manoj Tiwary,2017,5000000,Batsman, Indian,RPS,0,32,15,0,324,0,60,0,32.4,0,137.28,0,2,0,0,0,31,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,743
127,Manpreet Gony,2017,6000000,Bowler, Indian,GL,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,1,36
128,Manvinder Bisla,2010,1000000,Wicketkeeper batsman,Indian,KXIP,1,26,10,0,218,0,75,0,21.8,0,122.47,0,1,0,0,0,27,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,15
128,Manvinder Bisla,2011,3000000,Wicketkeeper batsman,Indian,KKR,1,27,5,10,72,218,27,75,14.4,21.7999992370605,80.89,122.470001220703,0,1,0,0,8,27,0,6,1,5,2,0,0,0,0,0,0,0,0,0,1,1,137
128,Manvinder Bisla,2012,3000000,Wicketkeeper batsman,Indian,KKR,1,28,7,5,213,72,89,27,30.42,14.3999996185303,133.12,80.8899993896484,1,0,0,0,16,8,10,0,6,1,2,2,0,0,0,0,0,0,0,0,1,1,272
128,Manvinder Bisla,2013,3000000,Wicketkeeper batsman,Indian,KKR,1,29,14,7,255,213,92,89,19.61,30.4200000762939,108.05,133.119995117188,2,1,0,0,36,16,6,10,7,6,3,2,0,0,0,0,0,0,0,0,1,1,522
128,Manvinder Bisla,2014,6000000,Wicketkeeper batsman,Indian,KKR,1,30,1,14,3,255,3,92,3,19.6100006103516,33.33,108.050003051758,0,2,0,0,0,36,0,6,1,7,0,3,0,0,0,0,0,0,0,0,1,1,653
128,Manvinder Bisla,2015,6000000,Wicketkeeper batsman,Indian,RCB,0,31,2,1,37,3,20,3,18.5,3,123.33,33.3300018310547,0,0,0,0,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,206
129,Marchant de Lange,2012,2513500,Bowler,South African,KKR,1,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10.7,0,0,0,0,0,0,1,556
129,Marchant de Lange,2014,3000000,Bowler,South African,MI,0,24,1,0,1,0,1,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,1,343
129,Marchant de Lange,2015,3000000,Bowler,South African,MI,0,25,1,1,0,1,0,1,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.5,8,0,0,0,0,0,1,424
129,Marchant de Lange,2016,3000000,Bowler,South African,MI,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,1,546
130,Marcus Stoinis,2016,5500000,All-rounder, Australian,KXIP,1,26,7,0,146,0,52,0,36.5,0,135.18,0,1,0,0,0,13,0,4,0,0,0,0,0,8,0,8.43,0,1,0,0,0,0,0,774
130,Marcus Stoinis,2017,5500000,All-rounder, Australian,KXIP,1,27,5,7,17,146,9,52,5.66,36.5,70.83,135.179992675781,0,1,0,0,1,13,0,4,3,0,0,0,2,8,10.47,8.43000030517578,0,1,0,0,0,0,909
131,Marlon Samuels,2017,10000000,Batsman,West Indian,DD,0,36,5,0,29,0,27,0,7.25,0,93.54,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,11.33,0,0,0,0,0,0,1,2432
132,Martin Guptill,2016,5000000,Batsman, New Zealander,MI,0,29,3,0,57,0,48,0,19,0,103.63,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6494
132,Martin Guptill,2017,5000000,Batsman, New Zealander,KXIP,1,30,7,3,132,57,50,48,22,19,150,103.629997253418,1,0,0,0,17,3,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,5080
133,Matt Henry,2017,5000000,Bowler,New Zealander,KXIP,1,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.2,0,0,0,0,0,0,1,3037
134,Mayank Agarwal,2011,1000000,Batsman,Indian,RCB,0,20,8,0,141,0,41,0,20.14,0,117.5,0,0,0,0,0,16,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,99
134,Mayank Agarwal,2012,1000000,Batsman,Indian,RCB,0,21,16,8,225,141,64,41,20.45,20.1399993896484,142.4,117.5,1,0,0,0,19,16,15,4,9,3,0,0,0,0,0,0,0,0,0,0,1,1,404
134,Mayank Agarwal,2013,1000000,Batsman,Indian,RCB,0,22,5,16,67,225,29,64,13.4,20.4500007629395,108.06,142.399993896484,0,1,0,0,6,19,3,15,3,9,0,0,0,0,0,0,0,0,0,0,1,1,497
134,Mayank Agarwal,2014,16000000,Batsman,Indian,DD,0,23,8,5,115,67,31,29,14.37,13.3999996185303,126.37,108.059997558594,0,0,0,0,12,6,3,3,1,3,0,0,0,0,0,0,0,0,0,0,1,1,562
134,Mayank Agarwal,2015,16000000,Batsman,Indian,DD,0,24,10,8,213,115,68,31,23.66,14.3699998855591,120.33,126.370002746582,2,0,0,0,23,12,7,3,3,1,0,0,0,0,0,0,0,0,0,0,1,1,589
134,Mayank Agarwal,2016,16000000,Batsman,Indian,DD,0,25,3,10,27,213,10,68,9,23.6599998474121,108,120.330001831055,0,2,0,0,3,23,1,7,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1067
134,Mayank Agarwal,2017,16000000,Batsman, Indian,RPS,0,26,3,3,26,27,20,10,8.66,9,96.29,108,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,625
135,Michael Hussey,2008,10040000,Batsman,Australian,CSK,0,33,4,0,168,0,116,0,84,0,168,0,0,0,1,0,12,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2133
135,Michael Hussey,2010,11572500,Batsman,Australian,CSK,0,35,3,0,37,0,15,0,18.5,0,84.09,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3136
135,Michael Hussey,2011,19550000,Batsman,Australian,CSK,0,36,14,3,492,37,83,15,41,18.5,118.84,84.0899963378906,4,0,0,0,53,2,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,3158
135,Michael Hussey,2012,21364750,Batsman,Australian,CSK,0,37,8,14,261,492,56,83,32.62,41,110.59,118.839996337891,2,4,0,0,28,53,8,6,4,7,0,0,0,0,0,0,0,0,0,0,0,1,3878
135,Michael Hussey,2013,22639750,Batsman,Australian,CSK,0,38,17,8,733,261,95,56,52.35,32.6199989318848,129.5,110.589996337891,6,2,0,0,81,28,17,8,10,4,0,0,0,0,0,0,0,0,0,0,0,1,3377
135,Michael Hussey,2014,50000000,Batsman,Australian,MI,0,39,9,17,209,733,56,95,23.22,52.3499984741211,114.83,129.5,2,6,0,0,17,81,7,17,3,10,0,0,0,0,0,0,0,0,0,0,0,1,2791
135,Michael Hussey,2015,15000000,Batsman,Australian,CSK,0,40,4,9,77,209,56,56,19.25,23.2199993133545,110,114.830001831055,1,2,0,0,5,17,3,7,1,3,0,0,0,0,0,0,0,0,0,0,0,1,937
136,Milind Tandon,2017,1000000,Batsman,Indian,RPS,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
137,Mitchell Johnson,2012,15081000,Bowler,Australian,MI,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7051
137,Mitchell Johnson,2013,15981000,Bowler,Australian,MI,0,32,17,0,39,0,11,0,9.75,0,108.33,0,0,0,0,0,2,0,2,0,7,0,0,0,24,0,7.17,0,0,0,0,0,0,1,3852
137,Mitchell Johnson,2014,65000000,Bowler,Australian,KXIP,1,33,14,17,56,39,16,11,18.66,9.75,112,108.330001831055,0,0,0,0,4,2,3,2,4,7,0,0,17,24,8.29,7.17000007629395,0,0,0,0,0,1,14377
137,Mitchell Johnson,2015,65000000,Bowler,Australian,KXIP,1,34,9,14,31,56,13,16,7.75,18.6599998474121,86.11,112,0,0,0,0,1,4,1,3,0,4,0,0,9,17,9.37,8.28999996185303,0,0,0,0,0,1,12688
137,Mitchell Johnson,2016,65000000,Bowler,Australian,KXIP,1,35,3,9,5,31,4,13,2.5,7.75,35.71,86.1100006103516,0,0,0,0,0,1,0,1,1,0,0,0,2,9,9.63,9.36999988555908,0,0,0,0,0,1,13850
137,Mitchell Johnson,2017,20000000,Bowler,Australian,MI,0,36,5,3,20,5,13,4,0,2.5,117.64,35.7099990844727,0,0,0,0,1,0,1,0,1,1,0,0,7,2,7.05,9.63000011444092,0,0,0,0,0,1,2026
138,Mitchell Marsh,2011,13340000,Batsman,Australian,PWI,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,384
138,Mitchell Marsh,2016,48000000,Batsman,Australian,RPS,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5077
139,Mitchell McClenaghan,2015,3000000,Bowler,New Zealander,MI,0,29,12,0,13,0,12,0,13,0,216.66,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,8.21,0,0,0,0,0,0,1,1460
139,Mitchell McClenaghan,2016,3000000,Bowler,New Zealander,MI,0,30,14,12,34,13,20,12,11.33,13,147.82,216.660003662109,0,0,0,0,2,0,3,2,0,0,0,0,17,18,8.17,8.21000003814697,1,0,0,0,0,1,2319
139,Mitchell McClenaghan,2017,3000000,Bowler, New Zealander,MI,0,31,14,14,16,34,12,20,4,11.3299999237061,106.66,147.820007324219,0,0,0,0,0,2,1,3,1,0,0,0,19,17,9.38,8.17000007629395,0,1,0,0,0,1,1501
140,Mitchell Starc,2014,50000000,Bowler,Australian,RCB,0,24,14,0,85,0,29,0,14.16,0,101.19,0,0,0,0,0,9,0,0,0,9,0,0,0,14,0,7.49,0,0,0,0,0,0,1,7710
140,Mitchell Starc,2015,50000000,Bowler,Australian,RCB,0,25,13,14,11,85,9,29,11,14.1599998474121,78.57,101.190002441406,0,0,0,0,1,9,0,0,7,9,0,0,20,14,6.76,7.48999977111816,1,0,0,0,0,1,3286
140,Mitchell Starc,2016,50000000,Bowler,Australian,RCB,0,26,0,13,0,11,0,9,0,11,0,78.5699996948242,0,0,0,0,0,1,0,0,0,7,0,0,0,20,0,6.76000022888184,0,1,0,0,0,1,14022
141,Mithun Manhas,2008,1200000,Batsman,Indian,DD,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,93
141,Mithun Manhas,2009,1200000,Batsman,Indian,DD,0,30,10,1,75,0,26,0,25,0,120.96,0,0,0,0,0,7,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,248
141,Mithun Manhas,2010,1200000,Batsman,Indian,DD,0,31,9,10,157,75,32,26,39.25,25,105.36,120.959999084473,0,0,0,0,14,7,0,1,5,2,0,0,0,0,0,0,0,0,0,0,1,1,311
141,Mithun Manhas,2011,3000000,Batsman,Indian,PWI,0,32,10,9,114,157,35,32,11.4,39.25,92.68,105.360000610352,0,0,0,0,8,14,4,0,3,5,0,0,0,0,6,0,0,0,0,0,1,1,292
141,Mithun Manhas,2012,3000000,Batsman,Indian,PWI,0,33,10,10,120,114,42,35,30,11.3999996185303,125,92.6800003051758,0,0,0,0,10,8,4,4,4,3,0,0,0,0,0,6,0,0,0,0,1,1,534
141,Mithun Manhas,2013,3000000,Batsman,Indian,PWI,0,34,3,10,13,120,11,42,0,30,76.47,125,0,0,0,0,1,10,0,4,2,4,0,0,0,0,0,0,0,0,0,0,1,1,535
141,Mithun Manhas,2014,3000000,Batsman,Indian,CSK,0,35,12,3,35,13,13,11,17.5,0,152.17,76.4700012207031,0,0,0,0,3,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,312
142,Mohammad Nabi,2017,3000000,Batsman, Afghan,SRH,0,32,3,0,2,0,2,0,2,0,66.66,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5.27,0,0,0,0,0,0,1,807
143,Mohammed Shami,2013,1000000,Bowler,Indian,KKR,1,23,3,0,5,0,5,0,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.66,0,0,0,0,0,1,1,93
143,Mohammed Shami,2014,42500000,Bowler,Indian,DD,0,24,12,3,3,5,1,5,1.5,5,42.85,50,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8.38,8.65999984741211,0,0,0,0,1,1,1930
143,Mohammed Shami,2016,42500000,Bowler,Indian,DD,0,26,8,0,2,0,2,0,0,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,9.69,0,0,0,0,0,1,1,2997
143,Mohammed Shami,2017,42500000,Bowler, Indian,DD,0,27,8,8,36,2,21,2,9,0,150,50,0,0,0,0,4,0,2,0,0,1,0,0,5,5,9.34,9.6899995803833,0,0,0,0,1,1,922
